place_id,name,address,latitude,longitude,rating,user_ratings_total,price_level,types,business_status,category
ChIJ03RREpzKw4kRDyLKJR7lwJ4,Taqueria Oaxaca,"167 Main Street, Staten Island",40.5109187,-74.2485147,4.2,180,1.0,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJ59v9c65LwokRaQDhIrj30w4,Rita's Italian Ice & Frozen Custard,"163 Main Street, Staten Island",40.5110402,-74.2486428,4.8,29,1.0,"restaurant, point_of_interest, store, food, establishment",CLOSED_TEMPORARILY,restaurant
ChIJ-c9-EwDLw4kRSjbRuHeclU8,Rocky's Pizza Bar,"7339 Amboy Road, Staten Island",40.51101119999999,-74.242012,4.4,39,,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJ8Zcs173Kw4kRbIjQkXWb_48,Coral Bay Cafe,"722 Rockaway Street, Staten Island",40.4992432,-74.2390059,4.2,237,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJY3pYcyHLw4kR56TIh7oPfI4,Dunkin',"7316 Amboy Road, Staten Island",40.51097720000001,-74.2409529,3.2,19,1.0,"cafe, bakery, meal_takeaway, restaurant, point_of_interest, store, food, establishment",OPERATIONAL,restaurant
ChIJo1B249zLw4kR45kg8eTmJjo,Shell,"6778 Hylan Boulevard, Staten Island",40.50754,-74.22966,3.9,11,,"gas_station, convenience_store, restaurant, food, point_of_interest, store, establishment",OPERATIONAL,restaurant
ChIJsdt-W6DKw4kRXdfcvg_BsTc,Chef Hong II,"7226 Amboy Road, Staten Island",40.512152,-74.239057,4.3,133,1.0,"meal_delivery, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJd-F5EJ3Kw4kR1TKzg-9DQdk,Angelina's Restaurant,"399 Ellis Street, Staten Island",40.5134807,-74.2515884,4.4,972,3.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ2V-xxJ3Kw4kRxRjvo74pg1Q,Towne Deli & Pizzeria,"5373 Arthur Kill Road, Staten Island",40.51350499999999,-74.2481014,4.4,728,2.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJIYJSgOfLw4kR6M63qFfPOho,Paradise Island,"225 Ellis Street, Staten Island",40.5155194,-74.24934979999999,4.0,231,2.0,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJg0dolBu1w4kRjofT2os5QFI,Fina's Farmhouse,"20 Ellis Street, Staten Island",40.51734,-74.2409737,4.1,197,2.0,"restaurant, cafe, store, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ1_UebVm1w4kRV3k-1GSarWg,Subway,"303 A Page Avenue, Staten Island",40.5169606,-74.2333084,4.0,92,1.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJF_O7X1u1w4kRseVXFKDiyMM,Zio Toto Restaurant and Bar,"86 Page Avenue, Staten Island",40.5221056,-74.2355278,4.3,279,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJve5z4lu1w4kRZbfjgKLcgMU,E Squared Cafe & Hookah Lounge,"240 Page Avenue, Staten Island",40.51797120000001,-74.2361823,4.2,33,,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJq6rqPFm1w4kRKqEtEpUEERQ,Villa Monte Pizzeria South,"7001 Amboy Road, Staten Island",40.5166363,-74.2344864,4.2,243,2.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ-zPTIlm1w4kRk9873jeFp-E,QDOBA Mexican Eats,"7001 Amboy Road Unit 106, Staten Island",40.5169739,-74.2341608,4.2,377,1.0,"bar, store, restaurant, food, point_of_interest, establishment",CLOSED_TEMPORARILY,restaurant
ChIJxaOvrV61w4kRqFfaL_wcPyE,Campania Coal-Fired Pizza,"240 Page Avenue, Staten Island",40.5181079,-74.2355185,4.4,499,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJYefn9Fy1w4kRVMQrjHVqiN0,La Rosa Chicken & Grill Restaurant - Richmond Valley,"245 Richmond Valley Road, Staten Island",40.52168,-74.2368561,4.1,203,2.0,"meal_delivery, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJwc2541u1w4kRPBW9CFv81CI,Mizu Japanese Restaurant,"240 Page Avenue, Staten Island",40.51797120000001,-74.2361823,4.0,214,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJOyOxW1m1w4kRX135VQ1AeMQ,McDonald's,"260 Page Avenue, Staten Island",40.51773620000001,-74.23475169999999,3.3,874,1.0,"cafe, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ-zPTIlm1w4kRVI7vIjaK5DM,W's Bar And Grill,"7001 Amboy Road, Staten Island",40.5163194,-74.2343482,4.3,113,,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJK--76l-1w4kRAOB2TPTvexw,Tropical Smoothie Cafe,"7001 Amboy Road, Staten Island",40.51683800000001,-74.234298,4.2,74,1.0,"cafe, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJcTUsdgC1w4kRLGcHGlXKUhE,Peking Taste,"240 Page Avenue, Staten Island",40.5174861,-74.2357984,4.5,10,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJvQMpTiq1w4kRgMLYuOMzoPA,Nonna's Pizza Tottenville,"311 Page Avenue, Staten Island",40.5168177,-74.2330848,4.2,72,,"meal_takeaway, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJd53fGJ5LwokRRu3U0nGZCrM,Taco Bell,"245 Page Age, Staten Island",40.5180116,-74.2341852,3.3,71,1.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJFzeXZlu1w4kRMNIwBoFXfWc,Starbucks,"106 Page Avenue, Richmond Valley Road, Staten Island",40.52163700000001,-74.23552099999999,4.1,400,2.0,"cafe, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJD6s0pwS1w4kRO7tHMTSmfPs,Popeyes Louisiana Kitchen,"158 Page Avenue, Staten Island",40.5204992,-74.2356779,2.9,109,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJjezkd1q1w4kRFR576JgZP9M,Baya Bar - Acai & Smoothie Shop,"6833 Amboy Road, Staten Island",40.5192715,-74.2297005,4.5,174,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ_6FkRFu1w4kR34JKuwoWBjQ,Loon Chuan Chinese Restaurant,"85 Page Avenue, Staten Island",40.522215,-74.234599,3.8,169,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJhyiVn1y1w4kREHS26kA4IcE,Serena Bistro and Lounge,"96 Page Avenue, Staten Island",40.5219371,-74.2356348,4.5,57,,"bar, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ4WK8iwi1w4kRBs-7FdGhEfo,Palermo Pizza,"95 Page Avenue, Staten Island",40.5219753,-74.2345899,4.4,229,2.0,"meal_delivery, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ27bnkrJKwokRpOfDJWFjGpw,Wendy's,"6420 Amboy Road, Staten Island",40.52115570000001,-74.2169681,3.8,725,1.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJp2LcBwBLwokR4tJkxOW_cvY,Ariana’s Cucina,"6451 Amboy Road, Staten Island",40.5210567,-74.2175859,5.0,1,,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJS-qgzPdLwokRo-F3uDo72SY,Yosuki Sushi,"6410 Amboy Road, Staten Island",40.5217445,-74.2152007,4.5,97,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJjYtPi7NLwokR0KStPUc2hUI,Domino's Pizza,"6410 Amboy Road, Staten Island",40.52177,-74.215062,3.4,65,1.0,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJqVZZKX9LwokRbpA8-DGYt08,the Rock House bar and grill,"507 Seguine Avenue, Staten Island",40.5136879,-74.1963332,4.7,91,2.0,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ7-_l40W1w4kR_YnkORi-bGk,Z-Two Restaurant & Lounge,"2925 Veterans Road West, Staten Island",40.5272941,-74.2307968,4.2,1580,2.0,"meal_takeaway, bakery, night_club, bar, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJdxpyK121w4kRSH7euk_tghk,Aunt Butchie's of Brooklyn,"4864 Arthur Kill Road, Staten Island",40.5235329,-74.2385178,4.4,613,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJb1NdIF21w4kRGTmTx_3qrH0,Avocado Sushi,"4906 Arthur Kill Road, Staten Island",40.5226312,-74.23894560000001,4.2,199,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJs7NcuUS1w4kRp5pmNP9cCxM,Oishi Sushi & Izakaya,"17 Page Avenue, Staten Island",40.523943,-74.23439499999999,4.4,233,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ0Wjfq0a1w4kRehgWC2trwQw,Dunkin',"In ShopRite, 2449 Veterans Road West, Staten Island",40.5272903,-74.2318427,3.7,76,1.0,"cafe, meal_takeaway, bakery, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJl3kLPUK1w4kR8B1dskvDkt4,Lobster House Joe's,"4707 Arthur Kill Road, Staten Island",40.5280519,-74.2400102,4.3,595,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ41AkvkS1w4kR19vduq-GQt0,7-Eleven,"15 Page Avenue, Staten Island",40.5241205,-74.2343941,3.4,23,1.0,"convenience_store, cafe, liquor_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJKxTK0EO1w4kRhmq7MtobXrA,Pronto Pizza Pasta,"2935 Veterans Road West, Staten Island",40.52658499999999,-74.23093399999999,4.3,329,1.0,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJg4tlT1u1w4kRO_C_7MEGJi8,Page Plaza Diner,"75 Page Avenue, Staten Island",40.522379,-74.234616,4.3,1015,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJmX7bIj-1w4kRBjlmUe3QGYQ,Yaho Sushi,"51 Page Avenue, Staten Island",40.523164,-74.234487,4.8,85,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJmfZUawC1w4kRpkoRWCABPFg,Uncle Sal's Burgers and Wings,"45 Page Avenue, Staten Island",40.52328019999999,-74.2344858,4.8,34,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJC8_ABDG1w4kRzefkwksjFRY,Laila Restaurant And Lounge,"45 Page Avenue, Staten Island",40.52328019999999,-74.2344858,4.5,755,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJt6_ZBp-1w4kRo1K9JxW54bs,Beans and Leaves Coffee and Tea Cafe,"4916 Arthur Kill Road, Staten Island",40.5221939,-74.23887530000002,4.3,79,1.0,"cafe, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJy-KpVN-1w4kRzagKeBn_31g,Tutto Apposto Cucina Italiana,"31 Page Avenue, Staten Island",40.5236777,-74.234417,4.7,223,,"meal_delivery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJObgjtWi1w4kRt5lfENprOpI,Patrizia's Of Tottenville,"4916 Arthur Kill Road, Staten Island",40.52223960000001,-74.2390518,4.5,452,2.0,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJzYOpkg-1w4kReuQIHS6ec_g,Hibachi 4 World,"17 Page Avenue, Staten Island",40.5239654,-74.2343941,5.0,1,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJd2O20Za1w4kR1n-5W0WKoZE,Ho' Brah,"4895 Arthur Kill Road, Staten Island",40.5228813,-74.2395523,4.5,345,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJz7uXAE61w4kRj2bIU24cd-U,Dunkin',"2965 Veterans Road West, Staten Island",40.5274882,-74.2341005,3.0,30,1.0,"cafe, bakery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJISLZYH21w4kRiA2ejEqJCh4,Crepe N Tea,"2935 Veterans Road West, Staten Island",40.52661299999999,-74.23141369999999,5.0,56,,"store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJdQ2lMwC1w4kRwmzNOAphAw0,G's Cheesesteaks,"2955 Veterans Road West, Staten Island",40.5273545,-74.23255999999999,5.0,2,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJG-kPTgC1w4kRPkvtYop36II,Filoncino Cafe - Tottenville,"2935 Veterans Road West, Staten Island",40.526814,-74.2311759,4.6,92,,"restaurant, bakery, store, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJJz01kda1w4kRl7_X1p7-bJY,Valducci's Pizza,"3010 Veterans Road West West, Staten Island",40.52915000000001,-74.23499699999999,4.2,38,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJeUd4fEi1w4kREx4uRbUiGCY,Applebee's Grill + Bar,"2720 Veteran's Road West, Staten Island",40.5301017,-74.22911069999999,4.1,1113,2.0,"restaurant, bar, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ9xCIr7JKwokRoSPAJ8Wv22s,Dunkin',"Amboy Plaza, 6390 Amboy Road, Staten Island",40.5222029,-74.2159096,3.8,85,1.0,"cafe, bakery, meal_takeaway, restaurant, food, point_of_interest, store, establishment",OPERATIONAL,restaurant
ChIJn-IPwrJKwokRMB7jnZmWDbU,IL FORNO PIZZERIA,"6382 Amboy Road, Staten Island",40.52217,-74.216532,4.4,105,2.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJQfxbtLJKwokR_1913fFTryo,Supreme Memorials,"6395 Amboy Road, Staten Island",40.5217878,-74.2177293,4.9,20,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ3VjjHrNKwokRgsoqLYnTQMA,Hot Shotz Sports Bar,"6319 Amboy Road, Staten Island",40.5234042,-74.2163217,4.6,120,1.0,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJW1YGGrNKwokRtPzrBsMeOmY,"Amici Brick Oven Pizza - Staten Island, NY","6309 Amboy Road, Staten Island",40.5235882,-74.2161169,4.5,187,2.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJQbuw4bhKwokRgh9rEB77Z9k,Cucumber Sushi & Salad Bar,"5834 Amboy Road, Staten Island",40.5256243,-74.201889,4.3,197,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJeTIF1rhKwokRtNPaTSH0Saw,New Island,"27 Seguine Avenue, Staten Island",40.525715,-74.200652,3.9,129,1.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJwQP44bhKwokRWXS0Y30NbEQ,Domenico's Pizza & Pasta,"5838 Amboy Road, Staten Island",40.5257678,-74.20198409999999,4.2,241,1.0,"meal_delivery, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJbwds9ZZLwokRPR326llEtEA,Breaking Bread,"27 Seguine Avenue, Staten Island",40.52569039999999,-74.20064409999999,4.2,136,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJdfbdqFtLwokRmGBgEXJxDyU,Starbucks,"5801 Amboy Road, Staten Island",40.52677,-74.20152999999999,3.5,203,2.0,"cafe, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJC9SNPUm1w4kRajLLFCvIlbI,Daddy O's BBQ & Sports Bar,"185 Bricktown Way, Staten Island",40.5308119,-74.23086169999999,4.0,320,,"movie_theater, bar, restaurant, food, point_of_interest, establishment",CLOSED_TEMPORARILY,restaurant
ChIJVVVZIDy1w4kR7hYgSuVrFwc,Killmeyer's,"4254 Arthur Kill Road, Staten Island",40.538448,-74.237166,4.4,907,2.0,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJ-9unI721w4kRVu5Kf5EJsyc,Fuel Grill & Juice Bar,"4553 Arthur Kill Road ste 3, Staten Island",40.53205039999999,-74.23951269999999,4.7,49,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJf59_Lka1w4kRTD0lCt3h5Pc,Millie's of Staten Island,"185 Bricktown Way, Staten Island",40.5308065,-74.2310481,4.3,624,2.0,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJh-uOagC1w4kRSMA7SvjKxwk,Chipotle Mexican Grill,"185 Bricktown Way, Staten Island",40.5309216,-74.2309349,2.6,43,,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJi8K7Cha1w4kRacAbfHzhtW8,Artisan Bakers Group,"708 Sharrotts Road, Staten Island",40.5388829,-74.2413701,4.6,80,2.0,"bakery, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJtyuqnOlKwokRQB2Sq0G-xZc,Kuzina,"895 Huguenot Avenue, Staten Island",40.5327151,-74.1917466,3.7,159,1.0,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJtYIQlelKwokRKVK_qO2XY04,Ciro Pizza Cafe,"862 Huguenot Avenue, Staten Island",40.533306,-74.1927722,4.1,567,2.0,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJx_l-m-lKwokRXWbFoqCvVXY,Chopsticks House,"895 Huguenot Avenue, Staten Island",40.5327151,-74.1917466,3.9,69,1.0,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJlfYHg-lKwokRo6At24Za7iA,Dunkin',"901 Huguenot Avenue, Staten Island",40.5325562,-74.1917115,3.9,210,1.0,"cafe, bakery, meal_takeaway, restaurant, point_of_interest, store, food, establishment",OPERATIONAL,restaurant
ChIJtUwglKhLwokRQX5HW667aac,Pizza Mia,"896 Huguenot Avenue Suite 1, Staten Island",40.532565,-74.1922744,5.0,7,,"meal_takeaway, meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJUcDwmelKwokRBaul5amwsD0,Better Gourmet Health Kitchen,"877 Huguenot Avenue, Staten Island",40.5330013,-74.1922246,4.6,156,,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJESPt02dLwokR4HCfaC9RxAI,Tejanos Taqueria,"895 Huguenot Avenue, Staten Island",40.5325912,-74.1919075,4.2,70,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJ5dT3p-BLwokRy1iXaE6-9rI,Panino Rustico of Huguenot Express,"895 Huguenot Avenue, Staten Island",40.5327181,-74.19174129999999,4.1,41,1.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJHS4yAfxKwokRk5z8cYN2eHQ,La Fontana Sorellena,"885 Annadale Road, Staten Island",40.540069,-74.17681069999999,4.6,162,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJkX5Sn1tKwokRfc_kEteiM5M,Mike's Place,"4677 Hylan Boulevard, Staten Island",40.5291583,-74.16249719999999,4.0,736,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJBfbEmDtLwokRmCrCnmJRGwU,‘O Sfizio Ristorante,"4651 Hylan Boulevard, Staten Island",40.5294873,-74.1616851,4.7,255,,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJU7kP10tKwokR5UXL1Mqpt9Y,Shell,"4244 Hylan Boulevard, Staten Island",40.536415,-74.15102399999999,3.2,26,2.0,"gas_station, convenience_store, store, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJv6TotUtKwokRkwAZ1IWd1GA,Cucumber Sushi & Salad Bar on Hylan,"4215c Hylan Boulevard, Staten Island",40.5374442,-74.15076839999999,4.4,137,,"bar, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJv6TotUtKwokRRn63t2k7dlM,Good Taste,"4215 Hylan Boulevard, Staten Island",40.5375441,-74.1507416,4.4,94,,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJa37ktEtKwokRdcFKL7L2dIE,Hong Kong Kei One,"4207 Hylan Boulevard, Staten Island",40.53757580000001,-74.1505462,4.5,263,,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJq-438x9LwokRMl2keWYCB2s,Trattoria Toscana,"4200 Hylan Boulevard, Staten Island",40.5373393,-74.1499572,4.5,378,,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJGTIUSUpKwokRniLkzhPXJno,Fine Italian Restaurant,United States,40.53753749999999,-74.149942,4.0,1,,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJW_9gXkpKwokRsLlazpU0MlY,Andrew’s Diner,"4160 Hylan Boulevard, Staten Island",40.53819999999999,-74.149075,4.5,1373,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJg_VAcQC1w4kR325dnnlhT3w,The Loop Pizza Cafe,"27 Johnson Street, Staten Island",40.5459776,-74.2301,4.8,6,2.0,"restaurant, food, point_of_interest, establishment",OPERATIONAL,restaurant
ChIJO4HysSu1w4kRADWtqGeHKfE,Dunkin',"585 Veterans Road West, Staten Island",40.5485043,-74.2218872,3.9,160,1.0,"cafe, bakery, meal_takeaway, restaurant, point_of_interest, store, food, establishment",OPERATIONAL,restaurant
ChIJS3FY4zi1w4kRok5AROHLN18,Red's Hotdog Stand,"2775 Arthur Kill Road, Staten Island",40.5490916,-74.2235382,4.9,69,1.0,"meal_takeaway, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJ7wFzidBKwokRW1Nu424O304,QDOBA Mexican Eats,"1275 Woodrow Road, Staten Island",40.5419437,-74.20765229999999,4.1,386,1.0,"bar, restaurant, point_of_interest, store, food, establishment",OPERATIONAL,restaurant
ChIJS8RulQZLwokRjHFUMEU_ZQ8,Sunset Pizza,"645 Rossville Avenue, Staten Island",40.54277,-74.20781199999999,4.1,146,1.0,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJdfkC69BKwokRsjart24mzGY,Misaki Sushi,"645, 108 Rossville Avenue, Staten Island",40.542817,-74.20779809999999,4.4,189,2.0,"meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJofWYhdBKwokRuH3uPHoNJeo,Starbucks,"1243 Woodrow Road, Staten Island",40.54208999999999,-74.20693,4.1,358,2.0,"cafe, restaurant, point_of_interest, store, food, establishment",OPERATIONAL,restaurant
ChIJ6WzuodBKwokRJ8CQbY1Qkcs,Dunkin',"655 Rossville Ave Woodrow Plaza Mall, Staten Island",40.54295809999999,-74.2070311,3.9,112,1.0,"cafe, bakery, meal_takeaway, restaurant, point_of_interest, store, food, establishment",OPERATIONAL,restaurant
ChIJ-5JB69BKwokRpZuLSvmT_7Q,Islander Taste Chinese Restaurant,"645 Rossville Avenue store 104, Staten Island",40.542817,-74.20779809999999,4.1,130,1.0,"meal_takeaway, meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJ9Vrc-iVLwokRxruZkezTnH8,Playa Bowls,"1275 Woodrow Road, Staten Island",40.5421456,-74.2074313,4.8,185,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJARQkEkZLwokRMcNtYc0S9mo,EatItalian NYC,"655 Rossville Avenue, Staten Island",40.5429849,-74.20719989999999,4.5,432,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJmwHuhzdLwokRJgk3PxMZBcY,Woodrow Diner,"655 Rossville Avenue, Staten Island",40.5428974,-74.2067591,4.0,156,,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJ9bfHnKRLwokR_r-ojGbMks0,Wingstop,"655 Rossville Avenue Unit 203, Staten Island",40.5427994,-74.20628479999999,2.8,24,2.0,"restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJlQwTFfxKwokRhj9ExJdD4js,Ocean Sushi,"20 Jefferson Boulevard, Staten Island",40.5411672,-74.1782628,4.6,304,2.0,"bar, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
ChIJR6abFfxKwokRXe0zFA2ebJQ,Ambrosino's Arden Heights,"20 Jefferson Boulevard, Staten Island",40.54120710000001,-74.1781884,3.1,73,1.0,"meal_takeaway, meal_delivery, restaurant, point_of_interest, food, establishment",OPERATIONAL,restaurant
